2022-05-26 18:23:01.505136:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.506135:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.507133:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.509131:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.510136:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.511134:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.512133:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.513136:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.515128:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.516129:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.517137:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.519136:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.520134:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.521133:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.523136:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.524132:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.526136:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.527134:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.529131:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.530131:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.531136:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.533129:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.534135:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.535130:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.536135:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.538133:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.539134:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.540130:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.542132:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.544130:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.545135:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.547135:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.548134:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.550132:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.551136:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.552134:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.553134:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.555135:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.556131:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.557133:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.558129:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.560135:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
2022-05-26 18:23:01.561135:  insertIntoDB()::Error occurred in inserting into table traversing. 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')' at line 1
